1, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:allay, 5, 1, 1
2719, forest, minecraft:forest, MONSTER, minecraft:skeleton, 10, 1, 2
2720, forest, minecraft:forest, MONSTER, minecraft:spider, 10, 1, 2
2721, forest, minecraft:forest, MONSTER, minecraft:witch, 6, 1, 1
2722, forest, minecraft:forest, MONSTER, minecraft:zombie, 20, 1, 2
2723, forest, minecraft:forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
2724, forest, minecraft:forest, MONSTER, mutantmonsters:mutant_zombie, 1, 1, 1
2725, forest, minecraft:forest, MONSTER, graveyard:reaper, 6, 1, 1
2726, forest, minecraft:forest, MONSTER, graveyard:corrupted_pillager, 10, 1, 2
2727, forest, minecraft:forest, MONSTER, graveyard:ghoul, 10, 1, 2
2728, forest, minecraft:forest, MONSTER, graveyard:revenant, 10, 1, 2
2729, forest, minecraft:forest, MONSTER, graveyard:wraith, 6, 1, 1
2730, forest, minecraft:forest, MONSTER, graveyard:nightmare, 4, 1, 1
2731, forest, minecraft:forest, MONSTER, iceandfire:troll, 4, 1, 1
2732, forest, minecraft:forest, MONSTER, mobs_of_mythology:chupacabra, 10, 1, 3
2733, forest, minecraft:forest, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 2
2734, forest, minecraft:forest, MONSTER, born_in_chaos_v1:baby_skeleton, 6, 1, 1
2735, forest, minecraft:forest, MONSTER, born_in_chaos_v1:barrel_zombie, 5, 1, 2
2736, forest, minecraft:forest, MONSTER, born_in_chaos_v1:phantom_creeper, 4, 1, 1
2737, forest, minecraft:forest, MONSTER, born_in_chaos_v1:restless_spirit, 6, 1, 1
2738, forest, minecraft:forest, MONSTER, born_in_chaos_v1:bonescaller, 3, 1, 1
2739, forest, minecraft:forest, MONSTER, born_in_chaos_v1:bone_imp, 5, 1, 1
2740, forest, minecraft:forest, MONSTER, born_in_chaos_v1:dark_vortex, 4, 1, 1
2741, forest, minecraft:forest, MONSTER, born_in_chaos_v1:dread_hound, 10, 1, 2
2742, forest, minecraft:forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 6, 1, 1
2743, forest, minecraft:forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 6, 1, 1
2744, forest, minecraft:forest, MONSTER, born_in_chaos_v1:corpse_fly, 15, 2, 3
2745, forest, minecraft:forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 2, 3
2746, forest, minecraft:forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 2
2747, forest, minecraft:forest, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 2
2748, forest, minecraft:forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 6, 1, 1
2749, forest, minecraft:forest, MONSTER, born_in_chaos_v1:baby_spider, 10, 1, 2
2750, forest, minecraft:forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
2751, forest, minecraft:forest, MONSTER, born_in_chaos_v1:door_knight, 0, 1, 1
2752, forest, minecraft:forest, CREATURE, mysticsbiomes:butterfly, 15, 2, 3
2753, forest, minecraft:forest, AMBIENT, alexsmobs:fly, 10, 2, 3
2754, forest, minecraft:forest, AMBIENT, mowziesmobs:lantern, 10, 2, 4
2755, none, biomesoplenty:forested_field, CREATURE, minecraft:allay, 5, 1, 1
2756, none, biomesoplenty:forested_field, CREATURE, minecraft:bee, 15, 2, 4
2757, none, biomesoplenty:forested_field, CREATURE, minecraft:chicken, 25, 2, 4
2758, none, biomesoplenty:forested_field, CREATURE, minecraft:cow, 20, 2, 3
2759, none, biomesoplenty:forested_field, CREATURE, minecraft:donkey, 5, 1, 2
2760, none, biomesoplenty:forested_field, CREATURE, minecraft:horse, 5, 1, 2
2761, none, biomesoplenty:forested_field, CREATURE, minecraft:mooshroom, 2, 1, 1
2762, none, biomesoplenty:forested_field, CREATURE, minecraft:mule, 5, 1, 1
2763, none, biomesoplenty:forested_field, CREATURE, minecraft:pig, 25, 2, 4
2764, none, biomesoplenty:forested_field, CREATURE, minecraft:rabbit, 15, 2, 3
2765, none, biomesoplenty:forested_field, CREATURE, minecraft:sheep, 25, 2, 4
2766, none, biomesoplenty:forested_field, CREATURE, minecraft:wolf, 15, 2, 3
2767, none, biomesoplenty:forested_field, CREATURE, alexsmobs:grizzly_bear, 5, 1, 2
2768, none, biomesoplenty:forested_field, CREATURE, alexsmobs:hummingbird, 15, 2, 3
2769, none, biomesoplenty:forested_field, CREATURE, alexsmobs:raccoon, 10, 2, 3
2770, none, biomesoplenty:forested_field, CREATURE, alexsmobs:crow, 10, 1, 3
2771, none, biomesoplenty:forested_field, CREATURE, alexsmobs:bald_eagle, 5, 1, 2
2772, none, biomesoplenty:forested_field, CREATURE, alexsmobs:bunfungus, 5, 1, 2
2773, none, biomesoplenty:forested_field, CREATURE, alexsmobs:sugar_glider, 10, 2, 3
2774, none, biomesoplenty:forested_field, CREATURE, legendarycreatures:forest_mojo, 5, 1, 2
2775, none, biomesoplenty:forested_field, CREATURE, legendarycreatures:hound, 150, 1, 2
2776, none, biomesoplenty:forested_field, CREATURE, legendarycreatures:wisp, 10, 2, 3
2777, none, biomesoplenty:forested_field, CREATURE, iceandfire:pixie, 10, 2, 3
2778, none, biomesoplenty:forested_field, MONSTER, minecraft:silverfish, 6, 1, 3
2779, none, biomesoplenty:forested_field, MONSTER, minecraft:creeper, 20, 1, 2
2780, none, biomesoplenty:forested_field, MONSTER, minecraft:enderman, 10, 1, 1
2781, none, biomesoplenty:forested_field, MONSTER, minecraft:pillager, 5, 1, 2
2782, none, biomesoplenty:forested_field, MONSTER, minecraft:skeleton, 10, 1, 2
2783, none, biomesoplenty:forested_field, MONSTER, minecraft:spider, 10, 1, 2
2784, none, biomesoplenty:forested_field, MONSTER, minecraft:witch, 6, 1, 1
2785, none, biomesoplenty:forested_field, MONSTER, minecraft:zombie, 20, 1, 2
2786, none, biomesoplenty:forested_field, MONSTER, minecraft:zombie_villager, 5, 1, 1
2787, none, biomesoplenty:forested_field, MONSTER, mutantmonsters:mutant_zombie, 1, 1, 1
2788, none, biomesoplenty:forested_field, MONSTER, graveyard:reaper, 6, 1, 1
2789, none, biomesoplenty:forested_field, MONSTER, graveyard:corrupted_pillager, 10, 1, 2
2790, none, biomesoplenty:forested_field, MONSTER, graveyard:ghoul, 10, 1, 2
2791, none, biomesoplenty:forested_field, MONSTER, graveyard:revenant, 10, 1, 2
2792, none, biomesoplenty:forested_field, MONSTER, graveyard:wraith, 6, 1, 1
2793, none, biomesoplenty:forested_field, MONSTER, graveyard:nightmare, 4, 1, 1
2794, none, biomesoplenty:forested_field, MONSTER, iceandfire:troll, 4, 1, 1
2795, none, biomesoplenty:forested_field, MONSTER, mobs_of_mythology:chupacabra, 10, 1, 3
2796, none, biomesoplenty:forested_field, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 2
2797, none, biomesoplenty:forested_field, MONSTER, born_in_chaos_v1:baby_skeleton, 6, 1, 1
2798, none, biomesoplenty:forested_field, MONSTER, born_in_chaos_v1:barrel_zombie, 5, 1, 2
2799, none, biomesoplenty:forested_field, MONSTER, born_in_chaos_v1:phantom_creeper, 4, 1, 1
2800, none, biomesoplenty:forested_field, MONSTER, born_in_chaos_v1:restless_spirit, 6, 1, 1
2801, none, biomesoplenty:forested_field, MONSTER, born_in_chaos_v1:bonescaller, 3, 1, 1
2802, none, biomesoplenty:forested_field, MONSTER, born_in_chaos_v1:bone_imp, 5, 1, 1
2803, none, biomesoplenty:forested_field, MONSTER, born_in_chaos_v1:dark_vortex, 4, 1, 1
2804, none, biomesoplenty:forested_field, MONSTER, born_in_chaos_v1:dread_hound, 10, 1, 2
2805, none, biomesoplenty:forested_field, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 6, 1, 1
2806, none, biomesoplenty:forested_field, MONSTER, born_in_chaos_v1:dire_hound_leader, 6, 1, 1
2807, none, biomesoplenty:forested_field, MONSTER, born_in_chaos_v1:corpse_fly, 15, 2, 3
2808, none, biomesoplenty:forested_field, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 2, 3
2809, none, biomesoplenty:forested_field, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 2
2810, none, biomesoplenty:forested_field, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 2
2811, none, biomesoplenty:forested_field, MONSTER, born_in_chaos_v1:siamese_skeletons, 6, 1, 1
2812, none, biomesoplenty:forested_field, MONSTER, born_in_chaos_v1:baby_spider, 10, 1, 2
2813, none, biomesoplenty:forested_field, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
2814, none, biomesoplenty:forested_field, MONSTER, born_in_chaos_v1:door_knight, 0, 1, 1
2815, none, biomesoplenty:forested_field, CREATURE, mysticsbiomes:butterfly, 15, 2, 3
2816, none, biomesoplenty:forested_field, AMBIENT, alexsmobs:fly, 10, 2, 3
2817, none, biomesoplenty:forested_field, AMBIENT, mowziesmobs:lantern, 10, 2, 4
2818, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:cod, 40, 2, 5
2819, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 2, 3
2820, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:salmon, 20, 2, 4
2821, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:tropical_fish, 30, 3, 5
2822, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquamirae:spinefish, 10, 2, 3
2823, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquamirae:luminous_jelly, 5, 2, 4
2824, ocean, minecraft:frozen_ocean, WATER_AMBIENT, alexsmobs:lobster, 10, 2, 3
2825, ocean, minecraft:frozen_ocean, WATER_AMBIENT, alexsmobs:blobfish, 10, 2, 3
2826, ocean, minecraft:frozen_ocean, WATER_AMBIENT, alexsmobs:comb_jelly, 10, 2, 3
2827, ocean, minecraft:frozen_ocean, WATER_AMBIENT, alexsmobs:catfish, 15, 2, 4
2828, ocean, minecraft:frozen_ocean, WATER_AMBIENT, alexsmobs:flying_fish, 10, 2, 3
2829, ocean, minecraft:frozen_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 10, 2, 3
2830, ocean, minecraft:frozen_ocean, WATER_AMBIENT, upgrade_aquatic:pike, 15, 2, 3
2831, ocean, minecraft:frozen_ocean, WATER_AMBIENT, upgrade_aquatic:perch, 15, 2, 3
2832, ocean, minecraft:frozen_ocean, WATER_AMBIENT, upgrade_aquatic:lionfish, 10, 2, 3
2833, ocean, minecraft:frozen_ocean, WATER_CREATURE, minecraft:dolphin, 10, 2, 3
2834, ocean, minecraft:frozen_ocean, WATER_CREATURE, minecraft:squid, 20, 3, 5
2835, ocean, minecraft:frozen_ocean, WATER_CREATURE, thalassophobia:vertebrat, 10, 2, 3
2836, ocean, minecraft:frozen_ocean, WATER_CREATURE, thalassophobia:colossoteus, 1, 1, 1
2837, ocean, minecraft:frozen_ocean, WATER_CREATURE, aquamirae:anglerfish, 5, 1, 2
2838, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:orca, 5, 1, 2
2839, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:hammerhead_shark, 10, 2, 3
2840, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:mantis_shrimp, 10, 2, 3
2841, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 5, 1, 1
2842, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 5, 1, 2
2843, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:mimic_octopus, 10, 2, 3
2844, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:giant_squid, 1, 1, 1
2845, ocean, minecraft:frozen_ocean, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 5, 1, 2
2846, ocean, minecraft:frozen_ocean, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 2
2847, ocean, minecraft:frozen_ocean, WATER_CREATURE, upgrade_aquatic:box_jellyfish, 5, 1, 2
2848, ocean, minecraft:frozen_ocean, WATER_CREATURE, upgrade_aquatic:cassiopea_jellyfish, 5, 1, 2
2849, ocean, minecraft:frozen_ocean, WATER_CREATURE, upgrade_aquatic:immortal_jellyfish, 5, 1, 2
2850, ocean, minecraft:frozen_ocean, MONSTER, minecraft:creeper, 5, 1, 2
2851, ocean, minecraft:frozen_ocean, MONSTER, minecraft:drowned, 15, 2, 4
2852, ocean, minecraft:frozen_ocean, MONSTER, minecraft:guardian, 15, 2, 4
2853, ocean, minecraft:frozen_ocean, MONSTER, minecraft:spider, 5, 1, 2
2854, ocean, minecraft:frozen_ocean, MONSTER, aquamirae:maw, 5, 1, 2
2855, ocean, minecraft:frozen_ocean, MONSTER, alexsmobs:skelewag, 5, 1, 2
2856, ocean, minecraft:frozen_ocean, MONSTER, cataclysm:deepling, 10, 2, 3
2857, ocean, minecraft:frozen_ocean, MONSTER, cataclysm:deepling_brute, 5, 1, 2
2858, ocean, minecraft:frozen_ocean, MONSTER, cataclysm:deepling_angler, 5, 1, 2
2859, ocean, minecraft:frozen_ocean, MONSTER, cataclysm:deepling_priest, 5, 1, 2
2860, ocean, minecraft:frozen_ocean, MONSTER, cataclysm:deepling_warlock, 5, 1, 2
2861, ocean, minecraft:frozen_ocean, MONSTER, cataclysm:lionfish, 5, 1, 2
2862, ocean, minecraft:frozen_ocean, MONSTER, upgrade_aquatic:thrasher, 10, 2, 3
2863, ocean, minecraft:frozen_ocean, MONSTER, upgrade_aquatic:great_thrasher, 5, 1, 2
2864, ocean, minecraft:frozen_ocean, CREATURE, iceandfire:sea_serpent, 1, 1, 1
2865, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:cow, 20, 2, 3
2866, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:donkey, 10, 2, 2
2867, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:fox, 15, 2, 3
2868, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:goat, 30, 3, 5
2869, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:horse, 10, 2, 2
2870, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:pig, 15, 2, 3
2871, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:sheep, 20, 2, 4
2872, extreme_hills, minecraft:frozen_peaks, CREATURE, iceandfire:hippogryph, 5, 1, 2
2873, extreme_hills, minecraft:frozen_peaks, CREATURE, legendarycreatures:wisp, 5, 1, 1
2874, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:creeper, 10, 2, 3
2875, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:enderman, 5, 1, 2
2876, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:skeleton, 15, 2, 3
2877, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:spider, 10, 2, 3
2878, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 2, 3
2879, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 5, 1, 2
2880, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:zombie_clown, 10, 2, 3
2881, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:dire_hound_leader, 5, 1, 1
2882, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:corpse_fly, 10, 2, 3
2883, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:swarmer, 10, 2, 3
2884, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:zombie_bruiser, 15, 2, 4
2885, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
2886, extreme_hills, minecraft:frozen_peaks, MONSTER, endermanoverhaul:windswept_hills_enderman, 5, 1, 2
2887, extreme_hills, minecraft:frozen_peaks, MONSTER, mobs_of_mythology:chupacabra, 5, 1, 3
2888, extreme_hills, minecraft:frozen_peaks, CREATURE, mysticsbiomes:butterfly, 15, 1, 2
2889, none, regions_unexplored:frozen_pine_taiga, CREATURE, minecraft:chicken, 15, 2, 4
2890, none, regions_unexplored:frozen_pine_taiga, CREATURE, minecraft:cow, 20, 2, 3
2891, none, regions_unexplored:frozen_pine_taiga, CREATURE, minecraft:donkey, 5, 1, 2
2892, none, regions_unexplored:frozen_pine_taiga, CREATURE, minecraft:fox, 20, 3, 5
2893, none, regions_unexplored:frozen_pine_taiga, CREATURE, minecraft:frog, 10, 2, 3
2894, none, regions_unexplored:frozen_pine_taiga, CREATURE, minecraft:mule, 5, 1, 2
2895, none, regions_unexplored:frozen_pine_taiga, CREATURE, minecraft:pig, 15, 2, 4
2896, none, regions_unexplored:frozen_pine_taiga, CREATURE, minecraft:sheep, 15, 2, 4
2897, none, regions_unexplored:frozen_pine_taiga, CREATURE, minecraft:wolf, 20, 3, 5
2898, none, regions_unexplored:frozen_pine_taiga, CREATURE, alexsmobs:moose, 10, 2, 2
2899, none, regions_unexplored:frozen_pine_taiga, CREATURE, alexsmobs:raccoon, 5, 1, 1
2900, none, regions_unexplored:frozen_pine_taiga, CREATURE, alexsmobs:snow_leopard, 5, 1, 2
2901, none, regions_unexplored:frozen_pine_taiga, CREATURE, alexsmobs:crow, 10, 1, 2
2902, none, regions_unexplored:frozen_pine_taiga, CREATURE, alexsmobs:sugar_glider, 10, 2, 3
2903, none, regions_unexplored:frozen_pine_taiga, CREATURE, alexsmobs:potoo, 25, 4, 5
2904, none, regions_unexplored:frozen_pine_taiga, CREATURE, legendarycreatures:wisp, 5, 1, 1
2905, none, regions_unexplored:frozen_pine_taiga, AMBIENT, aquamirae:golden_moth, 1, 1, 2
2906, none, regions_unexplored:frozen_pine_taiga, AMBIENT, alexsmobs:fly, 15, 3, 5
2907, none, regions_unexplored:frozen_pine_taiga, CREATURE, mysticsbiomes:butterfly, 15, 2, 3
2908, none, regions_unexplored:frozen_pine_taiga, MONSTER, minecraft:creeper, 10, 1, 3
2909, none, regions_unexplored:frozen_pine_taiga, MONSTER, minecraft:enderman, 5, 1, 2
2910, none, regions_unexplored:frozen_pine_taiga, MONSTER, minecraft:skeleton, 15, 1, 3
2911, none, regions_unexplored:frozen_pine_taiga, MONSTER, minecraft:spider, 10, 2, 3
2912, none, regions_unexplored:frozen_pine_taiga, MONSTER, minecraft:stray, 15, 3, 5
2913, none, regions_unexplored:frozen_pine_taiga, MONSTER, minecraft:witch, 5, 1, 2
2914, none, regions_unexplored:frozen_pine_taiga, MONSTER, minecraft:zombie, 20, 3, 5
2915, none, regions_unexplored:frozen_pine_taiga, MONSTER, minecraft:zombie_villager, 10, 2, 3
2916, none, regions_unexplored:frozen_pine_taiga, MONSTER, mobs_of_mythology:chupacabra, 5, 1, 3
2917, none, regions_unexplored:frozen_pine_taiga, MONSTER, graveyard:acolyte, 5, 1, 2
2918, none, regions_unexplored:frozen_pine_taiga, MONSTER, graveyard:corrupted_vindicator, 5, 1, 2
2919, none, regions_unexplored:frozen_pine_taiga, MONSTER, graveyard:corrupted_pillager, 5, 1, 2
2920, none, regions_unexplored:frozen_pine_taiga, MONSTER, graveyard:ghoul, 10, 2, 3
2921, none, regions_unexplored:frozen_pine_taiga, MONSTER, graveyard:revenant, 5, 1, 2
2922, none, regions_unexplored:frozen_pine_taiga, MONSTER, graveyard:wraith, 5, 1, 2
2923, none, regions_unexplored:frozen_pine_taiga, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 2, 3
2924, none, regions_unexplored:frozen_pine_taiga, MONSTER, born_in_chaos_v1:lifestealer, 2, 1, 1
2925, none, regions_unexplored:frozen_pine_taiga, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 2
2926, none, regions_unexplored:frozen_pine_taiga, MONSTER, born_in_chaos_v1:bone_imp, 5, 1, 2
2927, none, regions_unexplored:frozen_pine_taiga, MONSTER, born_in_chaos_v1:dread_hound, 10, 2, 3
2928, none, regions_unexplored:frozen_pine_taiga, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 5, 1, 2
2929, none, regions_unexplored:frozen_pine_taiga, MONSTER, born_in_chaos_v1:dire_hound_leader, 5, 1, 2
2930, none, regions_unexplored:frozen_pine_taiga, MONSTER, born_in_chaos_v1:corpse_fly, 10, 2, 3
2931, none, regions_unexplored:frozen_pine_taiga, MONSTER, born_in_chaos_v1:zombie_bruiser, 15, 3, 5
2932, none, regions_unexplored:frozen_pine_taiga, MONSTER, born_in_chaos_v1:missioner, 5, 1, 2
2933, none, regions_unexplored:frozen_pine_taiga, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
2934, none, regions_unexplored:frozen_pine_taiga, MONSTER, endermanoverhaul:snowy_enderman, 5, 1, 2
2935, none, regions_unexplored:frozen_pine_taiga, MONSTER, irons_spellbooks:necromancer, 1, 1, 1
2936, none, regions_unexplored:frozen_pine_taiga, MONSTER, mutantmonsters:mutant_skeleton, 1, 1, 1
2937, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:pufferfish, 15, 2, 3
2938, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:cod, 30, 2, 4
2939, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:salmon, 25, 2, 4
2940, river, minecraft:frozen_river, WATER_AMBIENT, alexsmobs:blobfish, 3, 1, 1
2941, river, minecraft:frozen_river, WATER_AMBIENT, alexsmobs:terrapin, 15, 1, 2
2942, river, minecraft:frozen_river, WATER_CREATURE, alexsmobs:frilled_shark, 15, 1, 3
2943, river, minecraft:frozen_river, WATER_CREATURE, minecraft:squid, 20, 2, 4
2944, river, minecraft:frozen_river, WATER_CREATURE, alexsmobs:mantis_shrimp, 10, 1, 2
2945, river, minecraft:frozen_river, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 3
2946, river, minecraft:frozen_river, CREATURE, alexsmobs:crocodile, 10, 1, 1
2947, river, minecraft:frozen_river, MONSTER, minecraft:spider, 5, 1, 2
2948, river, minecraft:frozen_river, AMBIENT, alexsmobs:rain_frog, 15, 2, 4
2949, icy, regions_unexplored:frozen_tundra, CREATURE, minecraft:polar_bear, 15, 2, 4
2950, icy, regions_unexplored:frozen_tundra, CREATURE, alexsmobs:moose, 10, 2, 3
2951, icy, regions_unexplored:frozen_tundra, CREATURE, alexsmobs:raccoon, 10, 2, 3
2952, icy, regions_unexplored:frozen_tundra, CREATURE, alexsmobs:snow_leopard, 5, 1, 2
2953, icy, regions_unexplored:frozen_tundra, CREATURE, alexsmobs:froststalker, 1, 1, 2
